global_batch,control_batch,arrow_task_batch,qa_task_batch,mem_canvas_batch,blue_line_direction_batch,gold_direction_batch,gold_proximity_batch,please_turn_batch,relposition_qa_batch,direction_names_batch,primary_solver_batch
21500,0.000590,0.001077,0.003085,0.006395,0.001141,0.001010,0.001006,0.002120,0.001007,0.000685,0.000141
21600,0.000582,0.001024,0.003089,0.007327,0.001153,0.001006,0.001008,0.002143,0.001004,0.000652,0.000144
21700,0.000594,0.000972,0.003082,0.007199,0.001149,0.001007,0.001009,0.002144,0.001006,0.000630,0.000138
21800,0.000584,0.001052,0.003083,0.007258,0.001138,0.001006,0.001004,0.002147,0.001006,0.000630,0.000143
21900,0.000586,0.001008,0.003086,0.007470,0.001154,0.001011,0.001008,0.002162,0.001003,0.000675,0.000145
22000,0.000581,0.001023,0.003084,0.006483,0.001146,0.001005,0.001007,0.002157,0.001004,0.000648,0.000143
22100,0.000579,0.000973,0.003089,0.007266,0.001154,0.001004,0.001004,0.002179,0.001011,0.000585,0.000141
22200,0.000600,0.000991,0.003086,0.006501,0.001149,0.001003,0.001003,0.002139,0.001004,0.000721,0.000141
22300,0.000615,0.000960,0.003090,0.006454,0.001162,0.001008,0.001009,0.002171,0.001011,0.000671,0.000142
22400,0.000615,0.000999,0.003086,0.005766,0.001154,0.001010,0.001009,0.002147,0.001006,0.000622,0.000141
22500,0.000584,0.000980,0.003084,0.006486,0.001164,0.001008,0.001006,0.002128,0.001006,0.000590,0.000140
22600,0.000560,0.000947,0.003085,0.007406,0.001154,0.001008,0.001005,0.002134,0.001015,0.000647,0.000144
22700,0.000594,0.001064,0.003088,0.006582,0.001175,0.001008,0.001006,0.002136,0.001009,0.000731,0.000142
22800,0.000597,0.000959,0.003085,0.006813,0.001153,0.001006,0.001006,0.002151,0.001008,0.000664,0.000140
22900,0.000595,0.000998,0.003086,0.007356,0.001144,0.001007,0.001008,0.002132,0.001013,0.000704,0.000144
23000,0.000591,0.000976,0.003082,0.006801,0.001154,0.001003,0.001008,0.002111,0.001006,0.000670,0.000138
23100,0.000592,0.001049,0.003083,0.006637,0.001150,0.001005,0.001003,0.002138,0.001007,0.000589,0.000138
23200,0.000587,0.000976,0.003085,0.006415,0.001151,0.001007,0.001008,0.002091,0.001003,0.000713,0.000145
23300,0.000582,0.001010,0.003087,0.006438,0.001142,0.001006,0.001005,0.002127,0.001006,0.000694,0.000142
23400,0.000594,0.000999,0.003085,0.006624,0.001157,0.001010,0.001010,0.002168,0.001007,0.000625,0.000141
23500,0.000607,0.001073,0.003088,0.005917,0.001138,0.001005,0.001005,0.002153,0.001007,0.000669,0.000142
23600,0.000600,0.001037,0.003082,0.006950,0.001156,0.001004,0.001003,0.002169,0.001003,0.000642,0.000145
23700,0.000588,0.000972,0.003083,0.006738,0.001159,0.001007,0.001008,0.002171,0.001004,0.000639,0.000140
23800,0.000618,0.001029,0.003090,0.007182,0.001135,0.001004,0.001003,0.002170,0.001011,0.000645,0.000140
23900,0.000597,0.000961,0.003090,0.006438,0.001147,0.001007,0.001006,0.002147,0.001006,0.000746,0.000145
24000,0.000590,0.001025,0.003084,0.006786,0.001145,0.001003,0.001007,0.002131,0.001007,0.000719,0.000141
24100,0.000585,0.000977,0.003085,0.007523,0.001149,0.001007,0.001006,0.002136,0.001002,0.000704,0.000144
24200,0.000587,0.000991,0.003085,0.006982,0.001149,0.001006,0.001009,0.002141,0.001006,0.000553,0.000143
24300,0.000577,0.000953,0.003083,0.006692,0.001140,0.001004,0.001006,0.002186,0.001004,0.000682,0.000143
24400,0.000599,0.001051,0.003085,0.007370,0.001146,0.001006,0.001009,0.002128,0.001004,0.000683,0.000139
24500,0.000581,0.000966,0.003086,0.007375,0.001138,0.001003,0.001006,0.002148,0.001005,0.000653,0.000141
24600,0.000556,0.000995,0.003090,0.006573,0.001151,0.001004,0.001003,0.002199,0.001006,0.000692,0.000143
24700,0.000568,0.000974,0.003073,0.006797,0.001156,0.001005,0.001004,0.002133,0.001008,0.000590,0.000142
24800,0.000562,0.000987,0.003084,0.007190,0.001147,0.001006,0.001005,0.002153,0.001010,0.000664,0.000144
24900,0.000560,0.001051,0.003084,0.006368,0.001157,0.001006,0.001007,0.002163,0.001006,0.000677,0.000140
25000,0.000603,0.001053,0.003087,0.006543,0.001154,0.001006,0.001003,0.002160,0.001006,0.000682,0.000143
25100,0.000601,0.001012,0.003087,0.006756,0.001146,0.001008,0.001006,0.002132,0.001008,0.000696,0.000140
25200,0.000604,0.000971,0.003087,0.007323,0.001149,0.001006,0.001007,0.002157,0.001005,0.000672,0.000149
25300,0.000590,0.000978,0.003091,0.007039,0.001173,0.001006,0.001006,0.002161,0.001009,0.000692,0.000141
25400,0.000583,0.000978,0.003085,0.006579,0.001157,0.001006,0.001006,0.002131,0.001011,0.000636,0.000143
25500,0.000609,0.001017,0.003084,0.006656,0.001143,0.001000,0.001004,0.002151,0.001008,0.000635,0.000138
25600,0.000586,0.001002,0.003080,0.006512,0.001151,0.001006,0.001007,0.002136,0.001006,0.000696,0.000143
25700,0.000610,0.001016,0.003086,0.006978,0.001155,0.001005,0.001007,0.002149,0.001008,0.000646,0.000140
25800,0.000611,0.001008,0.003088,0.007480,0.001144,0.001003,0.001005,0.002167,0.001007,0.000636,0.000142
25900,0.000578,0.000976,0.003083,0.006050,0.001151,0.001009,0.001006,0.002149,0.001009,0.000739,0.000142
26000,0.000617,0.000993,0.003089,0.006294,0.001146,0.001006,0.001004,0.002144,0.001006,0.000666,0.000144
26100,0.000586,0.001011,0.003084,0.007664,0.001152,0.001007,0.001008,0.002156,0.001002,0.000674,0.000147
26200,0.000570,0.001026,0.003086,0.006475,0.001154,0.001001,0.001007,0.002119,0.001006,0.000628,0.000147
26300,0.000572,0.000987,0.003084,0.006777,0.001148,0.001006,0.001002,0.002152,0.001005,0.000632,0.000138
26400,0.000605,0.000995,0.003092,0.007039,0.001155,0.001008,0.001008,0.002143,0.001004,0.000678,0.000141
26500,0.000585,0.001061,0.003086,0.006179,0.001146,0.001007,0.001007,0.002140,0.001005,0.000692,0.000137
26600,0.000589,0.001007,0.003084,0.007490,0.001149,0.001007,0.001008,0.002153,0.001008,0.000669,0.000143
26700,0.000592,0.000923,0.003082,0.007248,0.001147,0.001010,0.001005,0.002176,0.001006,0.000722,0.000139
26800,0.000613,0.001042,0.003088,0.007153,0.001151,0.001007,0.001006,0.002138,0.001006,0.000654,0.000142
26900,0.000582,0.001025,0.003086,0.006428,0.001134,0.001007,0.001008,0.002135,0.001007,0.000654,0.000141
27000,0.000618,0.001077,0.003082,0.006470,0.001141,0.001002,0.001004,0.002136,0.001007,0.000634,0.000145
27100,0.000606,0.001003,0.003089,0.006550,0.001152,0.001005,0.001009,0.002140,0.001001,0.000688,0.000144
27200,0.000593,0.000984,0.003088,0.006661,0.001145,0.001007,0.001005,0.002166,0.001001,0.000603,0.000141
27300,0.000571,0.000986,0.003082,0.006634,0.001141,0.001008,0.001007,0.002175,0.001006,0.000728,0.000146
27400,0.000595,0.000951,0.003086,0.006275,0.001155,0.001007,0.001008,0.002141,0.001005,0.000602,0.000145
27500,0.000588,0.001032,0.003086,0.007400,0.001151,0.001005,0.001005,0.002177,0.001011,0.000672,0.000143
27600,0.000602,0.001024,0.003088,0.007004,0.001150,0.001006,0.001003,0.002174,0.001008,0.000623,0.000140
27700,0.000546,0.001064,0.003088,0.005824,0.001149,0.001004,0.001003,0.002151,0.001005,0.000658,0.000141
27800,0.000601,0.000976,0.003088,0.007105,0.001150,0.001006,0.001004,0.002167,0.001003,0.000675,0.000143
27900,0.000561,0.001060,0.003083,0.006641,0.001160,0.001007,0.001006,0.002150,0.001005,0.000572,0.000137
28000,0.000589,0.000999,0.003084,0.006959,0.001139,0.001005,0.001006,0.002166,0.001010,0.000627,0.000143
28100,0.000566,0.000968,0.003085,0.006635,0.001151,0.001009,0.001008,0.002156,0.001003,0.000656,0.000141
28200,0.000607,0.001033,0.003085,0.006529,0.001142,0.001008,0.001009,0.002148,0.001003,0.000663,0.000141
28300,0.000600,0.000984,0.003087,0.006631,0.001158,0.001007,0.001008,0.002171,0.001005,0.000593,0.000147
28400,0.000620,0.001040,0.003086,0.007395,0.001142,0.001005,0.001005,0.002155,0.001009,0.000528,0.000137
28500,0.000569,0.001001,0.003086,0.007068,0.001139,0.001004,0.001007,0.002148,0.001009,0.000621,0.000140
28600,0.000571,0.000943,0.003087,0.007245,0.001163,0.001009,0.001004,0.002166,0.001008,0.000676,0.000139
28700,0.000628,0.000932,0.003084,0.006636,0.001138,0.001001,0.001004,0.002170,0.001001,0.000774,0.000142
28800,0.000576,0.001014,0.003089,0.007328,0.001149,0.001006,0.001005,0.002162,0.001005,0.000665,0.000144
28900,0.000600,0.000960,0.003087,0.007851,0.001137,0.001006,0.001008,0.002137,0.001004,0.000643,0.000139
29000,0.000599,0.001060,0.003087,0.006929,0.001149,0.001003,0.001007,0.002208,0.001006,0.000700,0.000141
29100,0.000587,0.000938,0.003083,0.006230,0.001155,0.001007,0.001007,0.002105,0.001004,0.000651,0.000138
29200,0.000581,0.001042,0.003082,0.006153,0.001154,0.001001,0.001004,0.002164,0.001006,0.000678,0.000142
29300,0.000567,0.000981,0.003086,0.006943,0.001156,0.001006,0.001009,0.002119,0.001003,0.000586,0.000139
29400,0.000590,0.001016,0.003084,0.006329,0.001148,0.001005,0.001006,0.002154,0.000998,0.000640,0.000142
29500,0.000593,0.001039,0.003091,0.006943,0.001149,0.001003,0.001002,0.002164,0.001006,0.000588,0.000142
29600,0.000599,0.001043,0.003082,0.006620,0.001153,0.001001,0.001004,0.002133,0.001007,0.000621,0.000139
29700,0.000577,0.001002,0.003092,0.007508,0.001148,0.001012,0.001007,0.002184,0.001030,0.000605,0.000139
29800,0.000585,0.001011,0.003083,0.006521,0.001141,0.001007,0.001007,0.002131,0.001005,0.000684,0.000139
29900,0.000577,0.001007,0.003080,0.007375,0.001145,0.001007,0.001006,0.002162,0.001005,0.000656,0.000145
30000,0.000601,0.000961,0.003086,0.007068,0.001153,0.001004,0.001006,0.002095,0.001010,0.000617,0.000137
30100,0.000623,0.000982,0.003087,0.006603,0.001147,0.001006,0.001008,0.002159,0.001010,0.000691,0.000143
30200,0.000614,0.000997,0.003087,0.006481,0.001146,0.001003,0.001004,0.002157,0.001006,0.000725,0.000142
30300,0.000578,0.001048,0.003086,0.007802,0.001154,0.001006,0.001005,0.002167,0.001003,0.000628,0.000141
30400,0.000605,0.000989,0.003079,0.006289,0.001144,0.001005,0.001003,0.002162,0.001013,0.000643,0.000141
30500,0.000589,0.001037,0.003085,0.008152,0.001159,0.001003,0.001002,0.002141,0.001006,0.000682,0.000144
30600,0.000634,0.000993,0.003085,0.008002,0.001135,0.001007,0.001007,0.002138,0.001010,0.000636,0.000138
30700,0.000613,0.000987,0.003082,0.006012,0.001148,0.001004,0.001004,0.002140,0.001009,0.000703,0.000139
30800,0.000579,0.001049,0.003081,0.006654,0.001147,0.001008,0.001010,0.002153,0.001004,0.000695,0.000141
30900,0.000565,0.000988,0.003088,0.006916,0.001148,0.001004,0.001005,0.002147,0.001004,0.000664,0.000142
31000,0.000592,0.001003,0.003082,0.006584,0.001139,0.001008,0.001003,0.002150,0.001008,0.000646,0.000143
31100,0.000560,0.001032,0.003083,0.006964,0.001150,0.001005,0.001005,0.002152,0.001007,0.000679,0.000140
31200,0.000592,0.000986,0.003086,0.006934,0.001146,0.001002,0.001005,0.002114,0.001006,0.000635,0.000141
31300,0.000551,0.000995,0.003088,0.006051,0.001148,0.001004,0.001003,0.002120,0.001004,0.000682,0.000144
31400,0.000593,0.000938,0.003080,0.006023,0.001158,0.001007,0.001006,0.002156,0.001007,0.000664,0.000141
31500,0.000591,0.001050,0.003087,0.006520,0.001148,0.001007,0.001005,0.002147,0.001006,0.000719,0.000143
31600,0.000615,0.000992,0.003081,0.006940,0.001154,0.001009,0.001009,0.002186,0.001005,0.000673,0.000141
31700,0.000597,0.000959,0.003084,0.007102,0.001142,0.001005,0.001005,0.002143,0.001005,0.000650,0.000141
31800,0.000570,0.000996,0.003085,0.007368,0.001149,0.001007,0.001010,0.002160,0.001004,0.000649,0.000137
31900,0.000580,0.000959,0.003083,0.005563,0.001155,0.001003,0.001003,0.002127,0.001004,0.000608,0.000141
32000,0.000592,0.001004,0.003090,0.006802,0.001146,0.001004,0.001003,0.002151,0.001003,0.000681,0.000141
32100,0.000578,0.000979,0.003081,0.007289,0.001160,0.001002,0.001005,0.002134,0.001011,0.000651,0.000144
32200,0.000602,0.000971,0.003079,0.007030,0.001148,0.001004,0.001007,0.002189,0.001010,0.000598,0.000136
32300,0.000575,0.000961,0.003082,0.005978,0.001154,0.001008,0.001006,0.002158,0.001009,0.000664,0.000140
32400,0.000587,0.000988,0.003083,0.006940,0.001153,0.001003,0.001004,0.002154,0.001005,0.000696,0.000137
32500,0.000580,0.000964,0.003089,0.006191,0.001155,0.001005,0.001007,0.002171,0.001007,0.000614,0.000138
32600,0.000604,0.001025,0.003085,0.007050,0.001147,0.001013,0.001009,0.002128,0.001004,0.000600,0.000148
32700,0.000597,0.000911,0.003089,0.006185,0.001148,0.001005,0.001005,0.002131,0.001006,0.000625,0.000137
32800,0.000566,0.000986,0.003086,0.006511,0.001144,0.001006,0.001006,0.002149,0.001004,0.000702,0.000138
32900,0.000596,0.001001,0.003083,0.006633,0.001156,0.001002,0.001005,0.002176,0.001005,0.000671,0.000139
33000,0.000608,0.001043,0.003082,0.006957,0.001151,0.001006,0.001007,0.002109,0.000999,0.000673,0.000144
33100,0.000601,0.000956,0.003081,0.007184,0.001149,0.001007,0.001005,0.002131,0.001008,0.000581,0.000142
33200,0.000598,0.000995,0.003090,0.006778,0.001151,0.001004,0.001006,0.002156,0.001010,0.000551,0.000141
33300,0.000564,0.001006,0.003084,0.007823,0.001143,0.001005,0.001006,0.002123,0.001007,0.000660,0.000141
33400,0.000572,0.000983,0.003087,0.006226,0.001154,0.001007,0.001008,0.002128,0.001004,0.000608,0.000140
33500,0.000572,0.001005,0.003082,0.006941,0.001132,0.001007,0.001001,0.002127,0.001003,0.000644,0.000138
33600,0.000554,0.000950,0.003085,0.006886,0.001160,0.001002,0.001004,0.002138,0.001002,0.000663,0.000143
33700,0.000589,0.001009,0.003087,0.006970,0.001146,0.001002,0.001003,0.002142,0.001007,0.000644,0.000137
33800,0.000588,0.001020,0.003087,0.007080,0.001146,0.001009,0.001008,0.002126,0.001003,0.000661,0.000134
33900,0.000589,0.000886,0.003083,0.006623,0.001153,0.001005,0.001005,0.002155,0.001008,0.000613,0.000139
34000,0.000592,0.000987,0.003085,0.006627,0.001152,0.001007,0.001008,0.002141,0.001007,0.000654,0.000139
34100,0.000611,0.001029,0.003081,0.006769,0.001146,0.001010,0.001007,0.002120,0.001008,0.000685,0.000143
34200,0.000610,0.000973,0.003086,0.007224,0.001145,0.001004,0.001004,0.002157,0.001010,0.000700,0.000138
34300,0.000541,0.000936,0.003083,0.006486,0.001155,0.001005,0.001007,0.002179,0.001006,0.000658,0.000140
34400,0.000585,0.000977,0.003086,0.006782,0.001146,0.001003,0.001004,0.002162,0.001007,0.000644,0.000140
34500,0.000607,0.000990,0.003087,0.007125,0.001141,0.001006,0.001008,0.002164,0.001004,0.000587,0.000145
34600,0.000582,0.000965,0.003093,0.006959,0.001149,0.001006,0.001002,0.002156,0.001003,0.000653,0.000140
34700,0.000579,0.000993,0.003080,0.007101,0.001150,0.001008,0.001004,0.002165,0.001003,0.000760,0.000143
34800,0.000578,0.000978,0.003082,0.006788,0.001147,0.001007,0.001009,0.002152,0.001008,0.000670,0.000142
34900,0.000616,0.001053,0.003086,0.006811,0.001139,0.001007,0.001007,0.002153,0.001003,0.000681,0.000146
35000,0.000578,0.001045,0.003089,0.006759,0.001150,0.001005,0.001005,0.002155,0.001009,0.000623,0.000136
35100,0.000614,0.001046,0.003085,0.007179,0.001143,0.001002,0.001003,0.002135,0.001005,0.000651,0.000141
35200,0.000574,0.001034,0.003088,0.006993,0.001147,0.001005,0.001004,0.002119,0.001007,0.000716,0.000139
35300,0.000589,0.001007,0.003082,0.006372,0.001140,0.001003,0.001004,0.002169,0.001012,0.000692,0.000137
35400,0.000606,0.000949,0.003086,0.007158,0.001148,0.001006,0.001005,0.002137,0.001006,0.000611,0.000140
35500,0.000595,0.000967,0.003081,0.006885,0.001147,0.001009,0.001006,0.002167,0.001007,0.000667,0.000140
35600,0.000608,0.001019,0.003080,0.006347,0.001148,0.001007,0.001008,0.002110,0.001005,0.000722,0.000143
35700,0.000615,0.001054,0.003089,0.006480,0.001153,0.001005,0.001006,0.002158,0.001008,0.000692,0.000141
35800,0.000575,0.001070,0.003084,0.007146,0.001148,0.001004,0.001005,0.002114,0.001004,0.000715,0.000140
35900,0.000584,0.001012,0.003080,0.006082,0.001137,0.001006,0.001005,0.002148,0.001009,0.000593,0.000140
36000,0.000584,0.000960,0.003087,0.007075,0.001144,0.001006,0.001006,0.002137,0.001009,0.000602,0.000140
36100,0.000597,0.000992,0.003085,0.007239,0.001133,0.001002,0.001005,0.002152,0.000999,0.000671,0.000142
36200,0.000617,0.001008,0.003089,0.007853,0.001135,0.001006,0.001003,0.002161,0.001002,0.000623,0.000139
36300,0.000605,0.000947,0.003081,0.006677,0.001157,0.001008,0.001007,0.002108,0.001002,0.000698,0.000140
36400,0.000573,0.001024,0.003086,0.006610,0.001147,0.001004,0.001003,0.002190,0.001005,0.000636,0.000139
36500,0.000550,0.000966,0.003083,0.006626,0.001155,0.001007,0.001005,0.002150,0.001006,0.000644,0.000139
36600,0.000602,0.000902,0.003082,0.007716,0.001148,0.001002,0.001003,0.002151,0.001003,0.000623,0.000136
36700,0.000577,0.000951,0.003083,0.006911,0.001142,0.001005,0.001006,0.002100,0.001005,0.000650,0.000140
36800,0.000594,0.001023,0.003088,0.006428,0.001157,0.001004,0.001004,0.002172,0.000998,0.000635,0.000136
36900,0.000572,0.000894,0.003088,0.006346,0.001143,0.001003,0.001004,0.002141,0.001003,0.000635,0.000140
37000,0.000619,0.001004,0.003081,0.006046,0.001150,0.001002,0.001004,0.002154,0.001004,0.000708,0.000139
37100,0.000596,0.001016,0.003088,0.006398,0.001141,0.001008,0.001003,0.002142,0.001006,0.000652,0.000141
37200,0.000600,0.001034,0.003082,0.007640,0.001143,0.001006,0.001008,0.002140,0.001005,0.000649,0.000137
37300,0.000588,0.000989,0.003085,0.007399,0.001139,0.001006,0.001007,0.002158,0.001005,0.000618,0.000136
37400,0.000624,0.001005,0.003084,0.007122,0.001139,0.001006,0.001003,0.002156,0.001010,0.000654,0.000145
37500,0.000605,0.001045,0.003088,0.006633,0.001153,0.001008,0.001009,0.002172,0.001006,0.000717,0.000148
37600,0.000594,0.000977,0.003083,0.006244,0.001140,0.001002,0.001003,0.002170,0.001006,0.000588,0.000138
37700,0.000580,0.000973,0.003083,0.007218,0.001156,0.001005,0.001004,0.002137,0.001005,0.000626,0.000137
37800,0.000567,0.001039,0.003082,0.006326,0.001150,0.001001,0.001002,0.002169,0.001003,0.000701,0.000146
37900,0.000553,0.001006,0.003084,0.007336,0.001147,0.001002,0.001005,0.002121,0.001006,0.000612,0.000140
38000,0.000625,0.001001,0.003079,0.007639,0.001152,0.001006,0.001006,0.002165,0.001002,0.000731,0.000142
38100,0.000612,0.000939,0.003084,0.006668,0.001131,0.001004,0.001004,0.002118,0.001002,0.000685,0.000136
38200,0.000575,0.000974,0.003085,0.006308,0.001150,0.001008,0.001007,0.002129,0.001001,0.000628,0.000136
38300,0.000575,0.000952,0.003089,0.007376,0.001151,0.001004,0.001004,0.002163,0.001005,0.000636,0.000138
38400,0.000555,0.000997,0.003080,0.006077,0.001144,0.001008,0.001009,0.002168,0.001006,0.000653,0.000140
38500,0.000565,0.001052,0.003084,0.006228,0.001150,0.001008,0.001003,0.002118,0.001013,0.000666,0.000140
38600,0.000595,0.000951,0.003082,0.007534,0.001138,0.001000,0.001003,0.002149,0.001008,0.000633,0.000144
38700,0.000590,0.001002,0.003089,0.007204,0.001131,0.001005,0.001004,0.002133,0.001005,0.000728,0.000140
38800,0.000581,0.001064,0.003084,0.006470,0.001160,0.001006,0.001006,0.002125,0.001002,0.000694,0.000143
38900,0.000581,0.001009,0.003083,0.007335,0.001145,0.001003,0.001005,0.002157,0.001008,0.000666,0.000141
39000,0.000574,0.000982,0.003082,0.006238,0.001148,0.001006,0.001006,0.002141,0.001005,0.000668,0.000138
39100,0.000594,0.001012,0.003084,0.007298,0.001139,0.001002,0.001005,0.002147,0.001007,0.000566,0.000140
39200,0.000578,0.000999,0.003085,0.006965,0.001146,0.001007,0.001005,0.002149,0.001004,0.000693,0.000143
39300,0.000561,0.000956,0.003083,0.007017,0.001150,0.001004,0.001002,0.002141,0.001002,0.000636,0.000142
39400,0.000608,0.001059,0.003094,0.006273,0.001145,0.001004,0.001003,0.002148,0.001005,0.000614,0.000142
39500,0.000525,0.000992,0.003081,0.007227,0.001141,0.001002,0.001004,0.002195,0.001006,0.000697,0.000145
39600,0.000566,0.000968,0.003079,0.005842,0.001142,0.001005,0.001004,0.002149,0.001002,0.000703,0.000139
39700,0.000574,0.001009,0.003084,0.006291,0.001141,0.001007,0.001005,0.002151,0.001008,0.000657,0.000141
39800,0.000582,0.001018,0.003085,0.006948,0.001143,0.001005,0.001003,0.002173,0.001002,0.000715,0.000140
39900,0.000565,0.000978,0.003085,0.006197,0.001141,0.001007,0.001006,0.002128,0.001007,0.000669,0.000143
40000,0.000600,0.001001,0.003089,0.006809,0.001152,0.001006,0.001011,0.002115,0.001006,0.000645,0.000139
40100,0.000602,0.001001,0.003085,0.006535,0.001151,0.001004,0.001004,0.002157,0.001004,0.000649,0.000136
40200,0.000571,0.000959,0.003082,0.007879,0.001138,0.001004,0.001005,0.002133,0.001002,0.000641,0.000135
40300,0.000602,0.000958,0.003087,0.006895,0.001150,0.001003,0.001003,0.002122,0.001004,0.000644,0.000138
40400,0.000619,0.001022,0.003080,0.007225,0.001150,0.001006,0.001004,0.002176,0.001004,0.000674,0.000146
40500,0.000592,0.000988,0.003082,0.007364,0.001144,0.001005,0.001008,0.002130,0.001008,0.000692,0.000137
40600,0.000592,0.001015,0.003086,0.007258,0.001141,0.001003,0.001004,0.002151,0.001005,0.000637,0.000135
40700,0.000606,0.000942,0.003085,0.006246,0.001157,0.001005,0.001003,0.002127,0.001005,0.000726,0.000134
40800,0.000604,0.000972,0.003089,0.007506,0.001151,0.001006,0.001006,0.002138,0.001005,0.000666,0.000144
40900,0.000552,0.000993,0.003083,0.006552,0.001147,0.001004,0.001005,0.002129,0.001005,0.000691,0.000140
41000,0.000565,0.001050,0.003086,0.006749,0.001128,0.001005,0.001002,0.002155,0.001002,0.000604,0.000138
41100,0.000587,0.001075,0.003085,0.006465,0.001156,0.001003,0.001004,0.002188,0.001002,0.000660,0.000138
41200,0.000576,0.000983,0.003087,0.006485,0.001157,0.001006,0.001007,0.002154,0.001010,0.000664,0.000143
41300,0.000576,0.001045,0.003083,0.007187,0.001150,0.001004,0.001004,0.002169,0.001002,0.000678,0.000139
41400,0.000596,0.000991,0.003081,0.007120,0.001145,0.001006,0.001009,0.002147,0.001000,0.000637,0.000146
41500,0.000574,0.001025,0.003082,0.006797,0.001146,0.001008,0.001008,0.002154,0.001008,0.000653,0.000142
41600,0.000600,0.000924,0.003085,0.006790,0.001132,0.001005,0.001004,0.002163,0.001011,0.000666,0.000140
41700,0.000583,0.000947,0.003084,0.006288,0.001143,0.001007,0.001006,0.002167,0.001006,0.000644,0.000138
41800,0.000570,0.001032,0.003081,0.006801,0.001139,0.001005,0.001005,0.002155,0.001007,0.000725,0.000139
41900,0.000616,0.001030,0.003086,0.006336,0.001148,0.001003,0.001003,0.002148,0.001000,0.000729,0.000134
42000,0.000570,0.000958,0.003089,0.007082,0.001147,0.001002,0.001003,0.002139,0.001006,0.000657,0.000144
42100,0.000603,0.000991,0.003077,0.006974,0.001142,0.001006,0.001007,0.002128,0.001005,0.000526,0.000138
42200,0.000597,0.001017,0.003082,0.007059,0.001151,0.001006,0.001006,0.002140,0.001008,0.000693,0.000141
42300,0.000555,0.001000,0.003084,0.006644,0.001154,0.001004,0.001001,0.002141,0.001011,0.000617,0.000137
42400,0.000591,0.000921,0.003092,0.006778,0.001142,0.001007,0.001006,0.002167,0.001005,0.000688,0.000138
42500,0.000563,0.001061,0.003085,0.006937,0.001147,0.001001,0.001003,0.002155,0.001003,0.000641,0.000140
42600,0.000560,0.000946,0.003086,0.006932,0.001153,0.001004,0.001002,0.002166,0.001006,0.000679,0.000145
42700,0.000592,0.000987,0.003083,0.007106,0.001146,0.001004,0.001002,0.002118,0.001004,0.000588,0.000142
42800,0.000583,0.000977,0.003085,0.007342,0.001131,0.001003,0.001005,0.002136,0.001011,0.000702,0.000139
42900,0.000590,0.001028,0.003079,0.006986,0.001160,0.001006,0.001006,0.002133,0.001003,0.000742,0.000139
43000,0.000603,0.000979,0.003081,0.006802,0.001143,0.001006,0.001005,0.002129,0.001002,0.000604,0.000137
43100,0.000514,0.000967,0.003085,0.006765,0.001148,0.001006,0.001009,0.002185,0.001003,0.000588,0.000139
43200,0.000561,0.001103,0.003078,0.006620,0.001155,0.001004,0.001004,0.002161,0.001004,0.000663,0.000139
43300,0.000577,0.001036,0.003084,0.007086,0.001147,0.001002,0.001003,0.002142,0.001007,0.000615,0.000144
43400,0.000604,0.000988,0.003091,0.006786,0.001154,0.001005,0.001003,0.002167,0.001009,0.000636,0.000138
43500,0.000573,0.000989,0.003084,0.006014,0.001139,0.001000,0.001002,0.002129,0.001000,0.000612,0.000150
43600,0.000617,0.001052,0.003085,0.007011,0.001144,0.001003,0.001006,0.002159,0.001006,0.000676,0.000142
43700,0.000593,0.000964,0.003085,0.006878,0.001138,0.001007,0.001006,0.002089,0.001005,0.000603,0.000136
43800,0.000612,0.000944,0.003088,0.006784,0.001148,0.001004,0.001005,0.002108,0.001008,0.000713,0.000143
43900,0.000598,0.000955,0.003080,0.006598,0.001168,0.001007,0.001004,0.002117,0.001003,0.000683,0.000140
44000,0.000577,0.000944,0.003081,0.007626,0.001148,0.001001,0.001004,0.002183,0.001001,0.000737,0.000143
44100,0.000602,0.000972,0.003084,0.006141,0.001147,0.001006,0.001007,0.002150,0.001005,0.000661,0.000139
44200,0.000565,0.000969,0.003085,0.007097,0.001147,0.001002,0.001004,0.002147,0.000997,0.000681,0.000140
44300,0.000592,0.001007,0.003086,0.006778,0.001133,0.001003,0.001003,0.002138,0.001013,0.000656,0.000143
44400,0.000580,0.000985,0.003083,0.007255,0.001135,0.001004,0.001008,0.002134,0.001004,0.000642,0.000141
44500,0.000596,0.000936,0.003096,0.006422,0.001152,0.001007,0.001008,0.002213,0.001010,0.000674,0.000136
44600,0.000571,0.001020,0.003077,0.006782,0.001150,0.001007,0.001014,0.002122,0.001002,0.000670,0.000138
44700,0.000566,0.000989,0.003084,0.006954,0.001150,0.001006,0.001005,0.002132,0.001002,0.000673,0.000139
44800,0.000583,0.000921,0.003083,0.006962,0.001149,0.001004,0.001005,0.002116,0.001009,0.000644,0.000139
44900,0.000594,0.000968,0.003086,0.006221,0.001154,0.001008,0.001006,0.002160,0.001004,0.000619,0.000145
45000,0.000601,0.000971,0.003084,0.006741,0.001141,0.001003,0.001001,0.002165,0.001009,0.000725,0.000140
45100,0.000595,0.000967,0.003084,0.006387,0.001142,0.001006,0.001006,0.002154,0.001004,0.000616,0.000138
45200,0.000592,0.001032,0.003084,0.006775,0.001142,0.001005,0.001003,0.002143,0.001004,0.000689,0.000141
45300,0.000564,0.000920,0.003086,0.006809,0.001141,0.001003,0.001003,0.002130,0.001004,0.000678,0.000140
